Transcript stable ID version,Gene stable ID version,Gene name,Gene type,Gene description
ENST00000662969.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000602580.6,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000666636.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000670003.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000654997.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000660035.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000657408.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000602935.6,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000668830.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000665555.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000658514.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000655866.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000666860.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000671058.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000655848.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000653669.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000663510.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000602505.6,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000656817.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000655790.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000660794.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000666994.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000664319.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000656031.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000663968.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000661148.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000662622.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000666701.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000658724.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000670045.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000658708.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000658075.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000670290.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000669276.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000658389.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000663412.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000663661.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000400178.7,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000657745.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000413645.2,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000668889.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000653129.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000666465.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000664579.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000667485.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000654360.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000653624.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000667533.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000667199.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000653809.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000671280.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000663095.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000670538.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000667374.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000659209.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000666305.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000653518.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000660609.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000657239.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000669034.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000667313.1,ENSG00000215386.13,MIR99AHG,lncRNA,mir-99a-let-7c cluster host gene [Source:HGNC Symbol;Acc:HGNC:1274]
ENST00000438328.1,ENSG00000225906.1,,processed_pseudogene,"glomulin, FKBP associated protein (GLMN) pseudogene"
ENST00000630354.1,ENSG00000281903.2,LINC02246,lncRNA,long intergenic non-protein coding RNA 2246 [Source:HGNC Symbol;Acc:HGNC:53135]
ENST00000593619.1,ENSG00000281903.2,LINC02246,lncRNA,long intergenic non-protein coding RNA 2246 [Source:HGNC Symbol;Acc:HGNC:53135]
ENST00000627623.2,ENSG00000281903.2,LINC02246,lncRNA,long intergenic non-protein coding RNA 2246 [Source:HGNC Symbol;Acc:HGNC:53135]
ENST00000630211.2,ENSG00000281903.2,LINC02246,lncRNA,long intergenic non-protein coding RNA 2246 [Source:HGNC Symbol;Acc:HGNC:53135]
ENST00000625278.2,ENSG00000281903.2,LINC02246,lncRNA,long intergenic non-protein coding RNA 2246 [Source:HGNC Symbol;Acc:HGNC:53135]
ENST00000412426.5,ENSG00000281903.2,LINC02246,lncRNA,long intergenic non-protein coding RNA 2246 [Source:HGNC Symbol;Acc:HGNC:53135]
ENST00000418954.2,ENSG00000281903.2,LINC02246,lncRNA,long intergenic non-protein coding RNA 2246 [Source:HGNC Symbol;Acc:HGNC:53135]
ENST00000646133.1,ENSG00000278961.2,SMIM34B,protein_coding,small integral membrane protein 34B [Source:HGNC Symbol;Acc:HGNC:53650]
ENST00000643357.1,ENSG00000278961.2,SMIM34B,protein_coding,small integral membrane protein 34B [Source:HGNC Symbol;Acc:HGNC:53650]
ENST00000624951.1,ENSG00000278961.2,SMIM34B,protein_coding,small integral membrane protein 34B [Source:HGNC Symbol;Acc:HGNC:53650]
ENST00000444901.1,ENSG00000228184.1,SNX19P1,processed_pseudogene,sorting nexin 19 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16765]
ENST00000424017.1,ENSG00000244278.1,,lncRNA,novel transcript
ENST00000624810.3,ENSG00000280071.4,GATD3B,protein_coding,glutamine amidotransferase like class 1 domain containing 3B [Source:HGNC Symbol;Acc:HGNC:53816]
ENST00000625036.3,ENSG00000280071.4,GATD3B,protein_coding,glutamine amidotransferase like class 1 domain containing 3B [Source:HGNC Symbol;Acc:HGNC:53816]
ENST00000620015.4,ENSG00000280071.4,GATD3B,protein_coding,glutamine amidotransferase like class 1 domain containing 3B [Source:HGNC Symbol;Acc:HGNC:53816]
ENST00000620528.5,ENSG00000280071.4,GATD3B,protein_coding,glutamine amidotransferase like class 1 domain containing 3B [Source:HGNC Symbol;Acc:HGNC:53816]
ENST00000624120.3,ENSG00000280071.4,GATD3B,protein_coding,glutamine amidotransferase like class 1 domain containing 3B [Source:HGNC Symbol;Acc:HGNC:53816]
ENST00000624748.2,ENSG00000280071.4,GATD3B,protein_coding,glutamine amidotransferase like class 1 domain containing 3B [Source:HGNC Symbol;Acc:HGNC:53816]
ENST00000624648.3,ENSG00000280071.4,GATD3B,protein_coding,glutamine amidotransferase like class 1 domain containing 3B [Source:HGNC Symbol;Acc:HGNC:53816]
ENST00000623810.2,ENSG00000280071.4,GATD3B,protein_coding,glutamine amidotransferase like class 1 domain containing 3B [Source:HGNC Symbol;Acc:HGNC:53816]
ENST00000624714.3,ENSG00000280071.4,GATD3B,protein_coding,glutamine amidotransferase like class 1 domain containing 3B [Source:HGNC Symbol;Acc:HGNC:53816]
ENST00000623390.1,ENSG00000280071.4,GATD3B,protein_coding,glutamine amidotransferase like class 1 domain containing 3B [Source:HGNC Symbol;Acc:HGNC:53816]
ENST00000622915.1,ENSG00000280071.4,GATD3B,protein_coding,glutamine amidotransferase like class 1 domain containing 3B [Source:HGNC Symbol;Acc:HGNC:53816]
ENST00000668921.1,ENSG00000287801.1,,lncRNA,novel transcript
ENST00000617062.4,ENSG00000276077.4,,lncRNA,novel transcript
ENST00000625096.3,ENSG00000276077.4,,lncRNA,novel transcript
ENST00000624791.1,ENSG00000276077.4,,lncRNA,novel transcript
ENST00000624907.3,ENSG00000276077.4,,lncRNA,novel transcript
ENST00000624461.3,ENSG00000276077.4,,lncRNA,novel transcript
ENST00000625115.1,ENSG00000276077.4,,lncRNA,novel transcript
ENST00000610988.1,ENSG00000276077.4,,lncRNA,novel transcript
ENST00000614260.1,ENSG00000273872.1,SLC25A15P4,unprocessed_pseudogene,solute carrier family 25 member 15 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:39845]
ENST00000623370.2,ENSG00000279851.2,,lncRNA,novel transcript
ENST00000429271.1,ENSG00000215326.3,GPX1P2,processed_pseudogene,glutathione peroxidase pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:4561]
ENST00000456917.1,ENSG00000234883.6,MIR155HG,lncRNA,MIR155 host gene [Source:HGNC Symbol;Acc:HGNC:35460]
ENST00000659862.1,ENSG00000234883.6,MIR155HG,lncRNA,MIR155 host gene [Source:HGNC Symbol;Acc:HGNC:35460]
ENST00000426609.1,ENSG00000223870.1,,lncRNA,novel transcript
ENST00000617755.1,ENSG00000233783.8,,lncRNA,novel transcript
ENST00000456904.3,ENSG00000233783.8,,lncRNA,novel transcript
ENST00000596385.5,ENSG00000233783.8,,lncRNA,novel transcript
ENST00000599572.1,ENSG00000233783.8,,lncRNA,novel transcript
ENST00000597894.1,ENSG00000233783.8,,lncRNA,novel transcript
ENST00000600590.1,ENSG00000233783.8,,lncRNA,novel transcript
ENST00000596669.1,ENSG00000233783.8,,lncRNA,novel transcript
ENST00000667606.1,ENSG00000233783.8,,lncRNA,novel transcript
ENST00000624042.1,ENSG00000279895.1,,unprocessed_pseudogene,clustered mitochondria (cluA/CLU1) homolog (CLUH) pseudogene
ENST00000623236.1,ENSG00000279501.1,,lncRNA,novel transcript
ENST00000613894.3,ENSG00000277277.3,FAM243B,protein_coding,family with sequence similarity 243 member B [Source:HGNC Symbol;Acc:HGNC:53888]
ENST00000284878.12,ENSG00000154639.19,CXADR,protein_coding,CXADR Ig-like cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:2559]
ENST00000400166.5,ENSG00000154639.19,CXADR,protein_coding,CXADR Ig-like cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:2559]
ENST00000356275.10,ENSG00000154639.19,CXADR,protein_coding,CXADR Ig-like cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:2559]
ENST00000400165.5,ENSG00000154639.19,CXADR,protein_coding,CXADR Ig-like cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:2559]
ENST00000400169.1,ENSG00000154639.19,CXADR,protein_coding,CXADR Ig-like cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:2559]
ENST00000622028.1,ENSG00000277282.1,IGHV1OR21-1,IG_V_gene,immunoglobulin heavy variable 1/OR21-1 (non-functional) [Source:HGNC Symbol;Acc:HGNC:38040]
ENST00000661152.1,ENSG00000287612.1,,lncRNA,novel transcript
ENST00000447985.1,ENSG00000215005.2,HSPD1P7,processed_pseudogene,heat shock protein family D (Hsp60) member 1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:5268]
ENST00000444130.1,ENSG00000226043.2,,lncRNA,novel transcript
ENST00000654607.1,ENSG00000226043.2,,lncRNA,novel transcript
ENST00000667099.1,ENSG00000226043.2,,lncRNA,novel transcript
ENST00000613488.3,ENSG00000275993.3,SIK1B,protein_coding,salt inducible kinase 1B (putative) [Source:HGNC Symbol;Acc:HGNC:52389]
ENST00000624077.1,ENSG00000275993.3,SIK1B,protein_coding,salt inducible kinase 1B (putative) [Source:HGNC Symbol;Acc:HGNC:52389]
ENST00000416327.5,ENSG00000233215.6,LINC01687,lncRNA,long intergenic non-protein coding RNA 1687 [Source:HGNC Symbol;Acc:HGNC:52474]
ENST00000420255.1,ENSG00000233215.6,LINC01687,lncRNA,long intergenic non-protein coding RNA 1687 [Source:HGNC Symbol;Acc:HGNC:52474]
ENST00000419467.1,ENSG00000233215.6,LINC01687,lncRNA,long intergenic non-protein coding RNA 1687 [Source:HGNC Symbol;Acc:HGNC:52474]
ENST00000656955.1,ENSG00000233215.6,LINC01687,lncRNA,long intergenic non-protein coding RNA 1687 [Source:HGNC Symbol;Acc:HGNC:52474]
ENST00000667604.1,ENSG00000233215.6,LINC01687,lncRNA,long intergenic non-protein coding RNA 1687 [Source:HGNC Symbol;Acc:HGNC:52474]
ENST00000667392.1,ENSG00000233215.6,LINC01687,lncRNA,long intergenic non-protein coding RNA 1687 [Source:HGNC Symbol;Acc:HGNC:52474]
ENST00000666229.1,ENSG00000233215.6,LINC01687,lncRNA,long intergenic non-protein coding RNA 1687 [Source:HGNC Symbol;Acc:HGNC:52474]
ENST00000669715.1,ENSG00000233215.6,LINC01687,lncRNA,long intergenic non-protein coding RNA 1687 [Source:HGNC Symbol;Acc:HGNC:52474]
ENST00000445341.1,ENSG00000231058.1,MSANTD2P1,processed_pseudogene,Myb/SANT DNA binding domain containing 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39637]
ENST00000626994.1,ENSG00000280594.1,BTG3-AS1,lncRNA,BTG3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53145]
ENST00000630155.1,ENSG00000280594.1,BTG3-AS1,lncRNA,BTG3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53145]
ENST00000624506.1,ENSG00000279186.1,,TEC,TEC
ENST00000400117.2,ENSG00000215353.2,C1QBPP1,processed_pseudogene,complement C1q binding protein pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:1244]
ENST00000433101.1,ENSG00000227716.1,,lncRNA,novel transcript
ENST00000423389.1,ENSG00000237444.1,,processed_pseudogene,"CTAGE family, member 4 (CTAGE4) pseudogene"
ENST00000651960.1,ENSG00000286018.1,,lncRNA,"novel transcript, antisense to CCT8"
ENST00000493196.2,ENSG00000156253.7,RWDD2B,protein_coding,RWD domain containing 2B [Source:HGNC Symbol;Acc:HGNC:1302]
ENST00000486719.5,ENSG00000156253.7,RWDD2B,protein_coding,RWD domain containing 2B [Source:HGNC Symbol;Acc:HGNC:1302]
ENST00000286777.6,ENSG00000156253.7,RWDD2B,protein_coding,RWD domain containing 2B [Source:HGNC Symbol;Acc:HGNC:1302]
ENST00000472184.1,ENSG00000156253.7,RWDD2B,protein_coding,RWD domain containing 2B [Source:HGNC Symbol;Acc:HGNC:1302]
ENST00000466746.1,ENSG00000156253.7,RWDD2B,protein_coding,RWD domain containing 2B [Source:HGNC Symbol;Acc:HGNC:1302]
ENST00000481411.1,ENSG00000156253.7,RWDD2B,protein_coding,RWD domain containing 2B [Source:HGNC Symbol;Acc:HGNC:1302]
ENST00000471269.1,ENSG00000156253.7,RWDD2B,protein_coding,RWD domain containing 2B [Source:HGNC Symbol;Acc:HGNC:1302]
ENST00000334046.5,ENSG00000186925.6,KRTAP19-6,protein_coding,keratin associated protein 19-6 [Source:HGNC Symbol;Acc:HGNC:18941]
ENST00000447844.1,ENSG00000217026.3,RPL10P1,processed_pseudogene,ribosomal protein L10 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10300]
ENST00000419069.1,ENSG00000238265.1,LINC00317,lncRNA,long intergenic non-protein coding RNA 317 [Source:HGNC Symbol;Acc:HGNC:23126]
ENST00000457565.1,ENSG00000229306.1,,lncRNA,novel transcript
ENST00000435181.1,ENSG00000227874.1,GRAMD4P1,processed_pseudogene,GRAM domain containing 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39653]
ENST00000445258.1,ENSG00000235312.1,KRTAP19-10P,unprocessed_pseudogene,"keratin associated protein 19-10, pseudogene [Source:HGNC Symbol;Acc:HGNC:18951]"
ENST00000430001.1,ENSG00000224649.1,,lncRNA,"novel transcript, antisense to BACH1"
ENST00000620221.1,ENSG00000278181.1,,processed_pseudogene,G protein-coupled receptor 157 (GPR157) pseudogene
ENST00000449840.1,ENSG00000226204.1,,lncRNA,novel transcript
ENST00000651542.1,ENSG00000280081.4,LINC01667,transcribed_processed_pseudogene,long intergenic non-protein coding RNA 1667 [Source:HGNC Symbol;Acc:HGNC:52455]
ENST00000623554.3,ENSG00000280081.4,LINC01667,transcribed_processed_pseudogene,long intergenic non-protein coding RNA 1667 [Source:HGNC Symbol;Acc:HGNC:52455]
ENST00000623919.1,ENSG00000280081.4,LINC01667,transcribed_processed_pseudogene,long intergenic non-protein coding RNA 1667 [Source:HGNC Symbol;Acc:HGNC:52455]
ENST00000623933.1,ENSG00000280081.4,LINC01667,transcribed_processed_pseudogene,long intergenic non-protein coding RNA 1667 [Source:HGNC Symbol;Acc:HGNC:52455]
ENST00000651050.1,ENSG00000280081.4,LINC01667,transcribed_processed_pseudogene,long intergenic non-protein coding RNA 1667 [Source:HGNC Symbol;Acc:HGNC:52455]
ENST00000623929.1,ENSG00000280081.4,LINC01667,transcribed_processed_pseudogene,long intergenic non-protein coding RNA 1667 [Source:HGNC Symbol;Acc:HGNC:52455]
ENST00000424219.1,ENSG00000229289.1,,lncRNA,novel transcript
ENST00000652402.1,ENSG00000286222.1,,lncRNA,novel transcript
ENST00000496779.5,ENSG00000156265.16,MAP3K7CL,protein_coding,MAP3K7 C-terminal like [Source:HGNC Symbol;Acc:HGNC:16457]
ENST00000419845.5,ENSG00000156265.16,MAP3K7CL,protein_coding,MAP3K7 C-terminal like [Source:HGNC Symbol;Acc:HGNC:16457]
ENST00000492930.5,ENSG00000156265.16,MAP3K7CL,protein_coding,MAP3K7 C-terminal like [Source:HGNC Symbol;Acc:HGNC:16457]
ENST00000341618.8,ENSG00000156265.16,MAP3K7CL,protein_coding,MAP3K7 C-terminal like [Source:HGNC Symbol;Acc:HGNC:16457]
ENST00000399935.6,ENSG00000156265.16,MAP3K7CL,protein_coding,MAP3K7 C-terminal like [Source:HGNC Symbol;Acc:HGNC:16457]
ENST00000399934.5,ENSG00000156265.16,MAP3K7CL,protein_coding,MAP3K7 C-terminal like [Source:HGNC Symbol;Acc:HGNC:16457]
ENST00000399947.6,ENSG00000156265.16,MAP3K7CL,protein_coding,MAP3K7 C-terminal like [Source:HGNC Symbol;Acc:HGNC:16457]
ENST00000339024.8,ENSG00000156265.16,MAP3K7CL,protein_coding,MAP3K7 C-terminal like [Source:HGNC Symbol;Acc:HGNC:16457]
ENST00000460883.5,ENSG00000156265.16,MAP3K7CL,protein_coding,MAP3K7 C-terminal like [Source:HGNC Symbol;Acc:HGNC:16457]
ENST00000399926.5,ENSG00000156265.16,MAP3K7CL,protein_coding,MAP3K7 C-terminal like [Source:HGNC Symbol;Acc:HGNC:16457]
ENST00000399928.6,ENSG00000156265.16,MAP3K7CL,protein_coding,MAP3K7 C-terminal like [Source:HGNC Symbol;Acc:HGNC:16457]
ENST00000399925.5,ENSG00000156265.16,MAP3K7CL,protein_coding,MAP3K7 C-terminal like [Source:HGNC Symbol;Acc:HGNC:16457]
ENST00000451489.1,ENSG00000156265.16,MAP3K7CL,protein_coding,MAP3K7 C-terminal like [Source:HGNC Symbol;Acc:HGNC:16457]
ENST00000470800.1,ENSG00000156265.16,MAP3K7CL,protein_coding,MAP3K7 C-terminal like [Source:HGNC Symbol;Acc:HGNC:16457]
ENST00000286791.9,ENSG00000156265.16,MAP3K7CL,protein_coding,MAP3K7 C-terminal like [Source:HGNC Symbol;Acc:HGNC:16457]
ENST00000545939.5,ENSG00000156265.16,MAP3K7CL,protein_coding,MAP3K7 C-terminal like [Source:HGNC Symbol;Acc:HGNC:16457]
ENST00000330798.3,ENSG00000184032.3,KRTAP20-2,protein_coding,keratin associated protein 20-2 [Source:HGNC Symbol;Acc:HGNC:18944]
ENST00000412526.5,ENSG00000226935.6,LINC00161,lncRNA,long intergenic non-protein coding RNA 161 [Source:HGNC Symbol;Acc:HGNC:17138]
ENST00000455939.1,ENSG00000226935.6,LINC00161,lncRNA,long intergenic non-protein coding RNA 161 [Source:HGNC Symbol;Acc:HGNC:17138]
ENST00000455392.6,ENSG00000174680.10,GRIK1-AS1,lncRNA,GRIK1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:16458]
ENST00000309331.8,ENSG00000174680.10,GRIK1-AS1,lncRNA,GRIK1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:16458]
ENST00000423221.5,ENSG00000174680.10,GRIK1-AS1,lncRNA,GRIK1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:16458]
ENST00000412579.5,ENSG00000174680.10,GRIK1-AS1,lncRNA,GRIK1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:16458]
ENST00000413131.1,ENSG00000174680.10,GRIK1-AS1,lncRNA,GRIK1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:16458]
ENST00000658262.1,ENSG00000174680.10,GRIK1-AS1,lncRNA,GRIK1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:16458]
